Opportunity__c,Name,AccountId,Ownership__c,Annual_Hours__c
,GBAS,001OF00000JN4nzYAD,0.0312,12.5
0061G00000LUYwcQAH,GBAS,001OF00000IGTLUYA5,0.03125,25
0061G00000NvfVtQAJ,FSBR,001OF00000JN4nzYAD,0.03125,25
0061G00000OiXJyQAN,GASE,001OF00000IfKIFYA3,0.03125,75
0061G00000Nvu6fQAB,FSFS,001OF00000IiTX3YAN,0.03125,12.5
0061G00000OLNx6QAH,FSBR,0011G00000vibZ3QAI,0.03125,25
0061G00000PNalPQAT,FSYX,001OF00000IfpYsYAJ,0.09,25
,FSUP,001OF00000IhzM4YAJ,0.09,50
0061G00000OLX6KQAX,FSFO,001OF00000INEPhYAP,0.09,50
0061G00000NtKp8QAF,FSFS,001OF00000ImOlgYAF,0.09,25
0061G00000OLXNkQAP,FSFO,001OF00000IfKIFYA3,0.09,100
0061G00000OMjawQAD,FSFO,001OF00000IkA5HYAV,0.03125,25
0061G00000Ogyz1QAB,FSFP,001OF00000IfpYsYAJ,0.0312,25
0061G00000OLnCSQA1,FSFO,001OF00000Ioq13YAB,0.03125,25
0061G00000PbvhGQAR,GASR,001OF00000IGTLUYA5,0.03125,25
0061G00000OLxkpQAD,FSFO,001OF00000IGTLUYA5,0.03125,50
006OF000007BtJiYAK,FSFS,001OF00000ImHvVYAV,0.03125,25
0061G00000QXJB6QAP,GXAS,001OF00000Ioq13YAB,0.03125,50
0061G00000OMFVVQA5,FSFO,001OF00000IhzM4YAJ,0.09,25
0061G00000OMI7HQAX,GXAS,001OF00000ImHvVYAV,0.09,25
0061G00000OMI7MQAX,FASF,001OF00000IfpYsYAJ,0.09,25
0061G00000OLX4nQAH,GBAS,001OF00000IsolUYAR,0.09,100
006OF00000JEouvYAD,FSDO,001OF00000JN4nzYAD,0.09,250
0061G00000Q7ABmQAN,FSBR,001OF00000JQeDQYA1,0.03125,75
0061G00000OOdRbQAL,FASR,001OF00000Ip5kvYAB,0.09,25
006Ho00000QykLWIAZ,FLAS,001OF00000IkAtGYAV,0.09,25
006OF000008AllsYAC,FSRY,001OF00000JQeDQYA1,0.09,37.5
0061G00000OMmYYQA1,FSFO,001OF00000IfWg4YAF,0.09,25
0061G00000P9iAkQAJ,GNAS,001OF00000IsolUYAR,0.03125,25
006Ho00000QyeuRIAR,FASQ,001OF00000IfKIFYA3,0.0312,25
0061G00000OMuHMQA1,GFSX,001OF00000IfKIFYA3,0.03125,50
,FASV,0011G00000vibZ3QAI,0.03125,200
006Ho00000SoriHIAR,FSRX,001OF00000IMTqfYAH,0.03125,25
006OF000007iFfFYAU,FSRX,001OF00000IfWg4YAF,0.03125,25
0061G00000PLGBJQA5,FSDN,001OF00000Ip5kvYAB,0.03125,25
0061G00000PLGTWQA5,FASR,001OF00000IVUNgYAP,0.09,25
0061G00000ONChMQAX,FSYX,001OF00000IdyEuYAJ,0.03125,50
0061G00000OwhleQAB,GASL,001OF00000IfWg4YAF,0.015,25
0061G00000Nc3yeQAB,FSFS,001OF00000IMTqfYAH,0.015,50
0061G00000ONE5FQAX,FSFO,001OF00000IMTqfYAH,0.015,25
0061G00000PZ0CxQAL,FSFP,001OF00000JN4nzYAD,0.015,25
0061G00000ONHP5QAP,FSYX,001OF00000JN4nzYAD,0.09,25
0061G00000Oj96MQAR,FASQ,001OF00000ImOlgYAF,0.03125,25
0061G00000PwxMMQAZ,GFSX,001OF00000IsolUYAR,0.03125,25
006OF000008fo5uYAA,FNAS,001OF00000ImOlgYAF,0.03125,25
0061G00000ON2FqQAL,FSFO,001OF00000IVUNgYAP,0.03125,25
0061G00000PwyJLQAZ,GFSX,001OF00000IkAtGYAV,0.03125,25
0061G00000ONVwyQAH,FSNP,001OF00000Ioq13YAB,0.0312,25
0061G00000Pu5x5QAB,GFSX,001OF00000Ip5kvYAB,0.0312,25
006Ho00000SHeKbIAL,FSQX,001OF00000Ip5kvYAB,0.03125,25
0061G00000ONhqoQAD,FSNP,001OF00000IGTLUYA5,0.03125,25
0061G00000ONqxFQAT,FSNP,001OF00000IfKIFYA3,0.03125,100
0061G00000OON5kQAH,FSNP,001OF00000JQeDQYA1,0.03125,25
0061G00000OOieWQAT,FSBR,001OF00000IfpYsYAJ,0.03125,75
0061G00000OPKmqQAH,FSNP,001OF00000IVUNgYAP,0.09,25
006Ho00000Qw7xcIAB,GFFS,001OF00000Ip5kvYAB,0.09,12.5
0061G00000OPNYtQAP,GFSX,001OF00000ImHvVYAV,0.09,25
0061G00000OPOUiQAP,FSNP,001OF00000IkA5HYAV,0.09,25
0061G00000OPPljQAH,FASQ,001OF00000IdyEuYAJ,0.09,50
0061G00000OjLqrQAF,FSNP,001OF00000IsolUYAR,0.03125,25
0061G00000P9jRwQAJ,FASW,001OF00000IVUNgYAP,0.09,25
0061G00000OFor0QAD,FASQ,001OF00000IsolUYAR,0.09,75
0061G00000Oh1PKQAZ,FSFP,001OF00000JQeDQYA1,0.09,25
0061G00000OhCEpQAN,FSQX,001OF00000INEPhYAP,0.09,25
006Ho00000Qgk41IAB,FSNY,001OF00000IsolUYAR,0.015,25
0061G00000OH42CQAT,FSYX,001OF00000IkAtGYAV,0.015,25
006OF00000BSUODYA5,FSDN,001OF00000IiTX3YAN,0.015,75
0061G00000NsyOzQAJ,FASW,001OF00000IfWg4YAF,0.015,25
0061G00000Ois8nQAB,FSQX,001OF00000IiTX3YAN,0.09,50
0061G00000Oj6ZdQAJ,FSFO,001OF00000JN4nzYAD,0.03125,50
0061G00000QWPHEQA5,GNAS,001OF00000IkA5HYAV,0.03125,25
0061G00000OjleIQAR,FSFS,001OF00000JQeDQYA1,0.03125,12.5
0061G00000OjleIQAR,GNAS,001OF00000Ip5kvYAB,0.03125,37.5
0061G00000Ok0A3QAJ,FSFP,001OF00000IdyEuYAJ,0.03125,25
0061G00000OkOh6QAF,FSFS,001OF00000Ioq13YAB,0.0312,12.5
0061G00000PxtHoQAJ,GFSX,001OF00000IhzM4YAJ,0.03125,25
0061G00000P1YQJQA3,FSQX,001OF00000IfWg4YAF,0.03125,25
0061G00000NtSC5QAN,GASR,001OF00000IfKIFYA3,0.03125,25
0061G00000OEIHcQAP,FSYX,001OF00000IGTLUYA5,0.03125,25
0061G00000OwjPlQAJ,FASR,001OF00000IhzM4YAJ,0.015,50
0061G00000OwjPlQAJ,GASR,001OF00000IdyEuYAJ,0.025,25
,FSRX,001OF00000INEPhYAP,0.0312,75
0061G00000OEpw1QAD,FASV,001OF00000IdyEuYAJ,0.015,75
0061G00000Q6u9UQAR,FSNP,001OF00000Ip5kvYAB,0.09,50
0061G00000OF32FQAT,FSBR,001OF00000IGTLUYA5,0.0312,25
0061G00000OFeCuQAL,FSQX,001OF00000JQeDQYA1,0.03125,25
0061G00000OFfdoQAD,FSYX,0011G00000vibZ3QAI,0.03125,25
0061G00000OGFBNQA5,FSYX,001OF00000ImHvVYAV,0.03125,25
0061G00000OGyBIQA1,FASY,001OF00000JQeDQYA1,0.03125,25
006Ho00000SqIjNIAV,FSDN,001OF00000ImOlgYAF,0.03125,12.5
0061G00000P9fSlQAJ,GFSX,001OF00000IVUNgYAP,0.09,25
006OF000007NnSHYA0,FSDN,001OF00000JN4nzYAD,0.09,12.5
0061G00000OvgLDQAZ,GFSX,001OF00000IiTX3YAN,0.09,25
0061G00000OuexCQAR,GXAS,001OF00000IMTqfYAH,0.09,50
006Ho00000QxJhJIAV,GASE,001OF00000IiTX3YAN,0.09,25
006Ho00000QxJhJIAV,GASK,001OF00000IiTX3YAN,0.03125,25
0061G00000OvU0rQAF,FASR,001OF00000IGTLUYA5,0.03125,25
0061G00000OvW2OQAV,GFFS,001OF00000IiTX3YAN,0.015,75
0061G00000OwZr2QAF,FSYX,001OF00000Ioq13YAB,0.015,50
0061G00000Pw5SNQAZ,GXAS,001OF00000IGTLUYA5,0.015,25
006Ho00000QqpttIAB,FIAS,001OF00000JN4nzYAD,0.03125,25
006Ho00000QqpttIAB,FSUP,001OF00000IdyEuYAJ,0.03125,25
0061G00000PNbtsQAD,GZAS,001OF00000ImHvVYAV,0.03125,25
,FSYX,001OF00000IMTqfYAH,0.03125,75
0061G00000OwwAJQAZ,FSYX,001OF00000JQeDQYA1,0.03125,100
0061G00000NkpxPQAR,FASQ,001OF00000ImHvVYAV,0.03125,25
0061G00000PZ6qqQAD,GBAS,001OF00000IdyEuYAJ,0.015,25
0061G00000PwSQtQAN,GXAS,001OF00000IfWg4YAF,0.015,25
0061G00000PLSQxQAP,GASR,001OF00000IGTLUYA5,0.015,25
0061G00000PKk2FQAT,GASK,001OF00000IMTqfYAH,0.03125,25
0061G00000PKpoQQAT,FSYX,001OF00000ImOlgYAF,0.03125,25
0061G00000PL5CZQA1,FSYX,001OF00000IsolUYAR,0.03125,25
0061G00000PLCXxQAP,GASE,001OF00000IMTqfYAH,0.09,25
006Ho00000QwpXqIAJ,GASK,001OF00000ImHvVYAV,0.012,25
0061G00000PYuOYQA1,GFSX,001OF00000Ioq13YAB,0.012,25
006Ho00000QDwVpIAL,FSDN,001OF00000JQeDQYA1,0.015,25
0061G00000PaTD3QAN,GASR,001OF00000IVUNgYAP,0.015,37.5
0061G00000ONh0TQAT,FSFO,001OF00000ImOlgYAF,0.03125,25
0061G00000POVvbQAH,FSFP,001OF00000IfWg4YAF,0.09,25
0061G00000POkj4QAD,FSYX,001OF00000ImHvVYAV,0.09,25
0061G00000PaEj7QAF,FASW,001OF00000INEPhYAP,0.09,25
0061G00000PxtSIQAZ,GFSX,001OF00000INEPhYAP,0.09,25
0061G00000PP89YQAT,FSYX,001OF00000IkAtGYAV,0.03125,50
0061G00000PcCS4QAN,GFSX,001OF00000IkA5HYAV,0.03125,25
0061G00000Pci3bQAB,GFSX,001OF00000IMTqfYAH,0.015,25
,FSNP,001OF00000IMTqfYAH,0.015,25
0061G00000PhxIQQAZ,GBAS,001OF00000IVUNgYAP,0.015,25
0061G00000QY9IYQA1,FASV,001OF00000IiTX3YAN,0.015,25
006OF00000HS9bMYAT,FASV,001OF00000ImHvVYAV,0.09,25
,GFFS,001OF00000JN4nzYAD,0.03125,25
0061G00000PvWyiQAF,GXAS,001OF00000Ip5kvYAB,0.03125,25
006Ho00000Qg5H9IAJ,GFFS,001OF00000IfWg4YAF,0.03125,75
,FSNP,001OF00000INEPhYAP,0.03125,25
0061G00000PvxhgQAB,GXAS,001OF00000IsolUYAR,0.03125,25
0061G00000PjpvwQAB,FSRX,001OF00000IfKIFYA3,0.0312,100
0061G00000PjqMrQAJ,GFSX,001OF00000IGTLUYA5,0.03125,25
0061G00000Pk2J9QAJ,GFSX,001OF00000JQeDQYA1,0.03125,25
006Ho00000QgoewIAB,FASP,001OF00000IdyEuYAJ,0.03125,25
006Ho00000S06ATIAZ,FSEF,001OF00000IMTqfYAH,0.03125,50
0061G00000PuUcQQAV,GXAS,001OF00000INEPhYAP,0.03125,75
006Ho00000SGkVDIA1,FJAS,001OF00000JQeDQYA1,0.09,25
0061G00000Pum0dQAB,GXAS,001OF00000ImHvVYAV,0.09,25
0061G00000PwsqPQAR,FSNP,001OF00000Ip5kvYAB,0.09,50
0061G00000PwyTiQAJ,GFSX,0011G00000vibZ3QAI,0.09,25
006OF00000J9o2gYAB,FSRX,0011G00000vibZ3QAI,0.09,25
0061G00000Q6ouZQAR,FSBR,001OF00000IfWg4YAF,0.03125,100
0061G00000Q6zbNQAR,GFSX,001OF00000JQeDQYA1,0.0312,50
006OF0000061T9OYAU,FASY,001OF00000IdyEuYAJ,0.03125,25
006Ho00000ScbdmIAB,FSDN,001OF00000INEPhYAP,0.03125,25
006OF00000ANCsQYAX,FASQ,001OF00000Ip5kvYAB,0.03125,50
0061G00000Q9TPuQAN,GXAS,001OF00000IdyEuYAJ,0.03125,25
006OF00000Ej6h9YAB,FSNY,001OF00000IVUNgYAP,0.03125,25
0061G00000QAJFGQA5,GXAS,001OF00000IfKIFYA3,0.09,25
0061G00000QAUgPQAX,GFSX,001OF00000ImOlgYAF,0.09,50
0061G00000QFWuGQAX,FSNP,001OF00000IGTLUYA5,0.09,25
0061G00000QGRDKQA5,FASY,001OF00000ImHvVYAV,0.09,25
0061G00000QGmVXQA1,FSFP,001OF00000IkAtGYAV,0.09,25
0061G00000QIL6iQAH,FSFS,001OF00000IVUNgYAP,0.03125,25
0061G00000QGwjjQAD,FSBR,001OF00000IVUNgYAP,0.09,25
0061G00000QHKwSQAX,GASR,001OF00000JQeDQYA1,0.09,25
006Ho00000SJhMAIA1,FSFP,001OF00000IMTqfYAH,0.09,50
0061G00000QHuXvQAL,FSBR,001OF00000IsolUYAR,0.09,50
0061G00000QIJltQAH,GNAS,001OF00000IfKIFYA3,0.03125,50
006Ho00000Qs7EeIAJ,FSNP,001OF00000IiTX3YAN,0.0312,25
006Ho00000RiUQXIA3,GNAS,001OF00000ImOlgYAF,0.03125,25
0061G00000QITOtQAP,GXAS,001OF00000IkA5HYAV,0.03125,25
0061G00000QIUtEQAX,GFFS,001OF00000Ioq13YAB,0.03125,25
,FASP,001OF00000ImOlgYAF,0.03125,25
006OF00000IqT5CYAV,FSRY,001OF00000IfpYsYAJ,0.03125,25
006OF00000IqT5CYAV,GFSX,001OF00000IdyEuYAJ,0.09,25
0061G00000QW21BQAT,GNAS,001OF00000IfWg4YAF,0.015,50
0061G00000QIer8QAD,FSFP,001OF00000IfKIFYA3,0.025,50
0061G00000QXuPMQA1,FSFP,001OF00000IkA5HYAV,0.0312,25
006OF00000DfLU1YAN,FNAS,001OF00000IMTqfYAH,0.015,25
0061G00000QY6EMQA1,FSNY,001OF00000Ioq13YAB,0.09,25
0061G00000Ok20ZQAR,FSQX,001OF00000IsolUYAR,0.0312,50
0061G00000QYK2tQAH,FSQX,001OF00000ImOlgYAF,0.03125,25
0061G00000QjYbkQAF,FASY,001OF00000IhzM4YAJ,0.03125,37.5
0061G00000Qm2jcQAB,GFFS,0011G00000vibZ3QAI,0.03125,12.5
0061G00000QYQOvQAP,GFFS,001OF00000JQeDQYA1,0.03125,100
0061G00000QYfFTQA1,FASQ,001OF00000IMTqfYAH,0.03125,100
006Ho00000QrbxHIAR,GBAS,001OF00000IkAtGYAV,0.09,25
,GASK,001OF00000Ioq13YAB,0.09,25
0061G00000QYRgrQAH,GASK,001OF00000JQeDQYA1,0.09,50
0061G00000QYRgrQAH,GXAS,001OF00000IfpYsYAJ,0.09,25
006Ho00000SKqePIAT,FSQX,001OF00000IkAtGYAV,0.09,25
0061G00000Qeld6QAB,GASK,001OF00000JN4nzYAD,0.03125,25
0061G00000Qk6mjQAB,FSEF,001OF00000INEPhYAP,0.03125,25
0061G00000QkiN3QAJ,FASR,001OF00000IsolUYAR,0.015,25
0061G00000QlEDiQAN,FSFP,001OF00000INEPhYAP,0.015,25
0061G00000QlXb9QAF,GASR,001OF00000IkA5HYAV,0.015,25
0061G00000QlXb9QAF,GZAS,001OF00000IMTqfYAH,0.03125,25
0061G00000QefSVQAZ,FSFO,001OF00000IdyEuYAJ,0.03125,25
0061G00000QksBcQAJ,FSBR,001OF00000IfKIFYA3,0.03125,25
,FASF,001OF00000IsolUYAR,0.03125,0
,FASP,001OF00000IMTqfYAH,0.03125,100
,FASQ,001OF00000IkA5HYAV,0.03125,0
,FASR,001OF00000IkA5HYAV,0.015,0
,FASV,001OF00000IfWg4YAF,0.015,25
,FASW,001OF00000IfpYsYAJ,0.015,0
,FASY,001OF00000IhzM4YAJ,0.03125,75
,FBXL,0011G00000vibZ3QAI,0.03125,725
,FCXL,001OF00000IkAtGYAV,0.03125,725
,FIAS,001OF00000Ip5kvYAB,0.09,525
,FJAS,001OF00000Ioq13YAB,0.012,0
,FLAS,001OF00000ImHvVYAV,0.012,0
,FNAS,001OF00000Ip5kvYAB,0.015,50
,FSBR,001OF00000Ip5kvYAB,0.015,12.5
,FSDN,001OF00000IGTLUYA5,0.03125,75
,FSDO,001OF00000INEPhYAP,0.09,550
,FSEF,001OF00000IfWg4YAF,0.09,400
,FSFO,001OF00000IGTLUYA5,0.09,25
,FSFP,001OF00000IVUNgYAP,0.09,0
,FSFS,001OF00000ImHvVYAV,0.03125,112.5
,FSJR,0011G00000vibZ3QAI,0.03125,725
,FSNP,001OF00000IhzM4YAJ,0.015,25
,FSNY,001OF00000IfpYsYAJ,0.015,50
,FSQX,001OF00000IdyEuYAJ,0.015,50
,FSRX,001OF00000Ioq13YAB,0.015,0
,FSRY,001OF00000Ip5kvYAB,0.09,162.5
,FSUP,001OF00000IkA5HYAV,0.03125,350
,FSXL,001OF00000IVUNgYAP,0.03125,800
,FSYX,001OF00000INEPhYAP,0.03125,0
,FTXL,001OF00000JN4nzYAD,0.03125,800
,GAAS,001OF00000IkA5HYAV,0.03125,62.5
,GASE,001OF00000JQeDQYA1,0.0312,0
,GASK,001OF00000INEPhYAP,0.03125,175
,GASL,001OF00000JN4nzYAD,0.03125,0
,GASR,001OF00000Ip5kvYAB,0.03125,25
,GASW,001OF00000IVUNgYAP,0.03125,0
,GBAS,001OF00000Ip5kvYAB,0.03125,0
,GCXL,001OF00000ImOlgYAF,0.09,775
,GFFS,001OF00000ImOlgYAF,0.09,162.5
,GFSD,001OF00000Ip5kvYAB,0.09,87.5
,GFSJ,001OF00000IMTqfYAH,0.09,800
,GFSX,001OF00000IGTLUYA5,0.09,50
,GNAS,001OF00000IhzM4YAJ,0.03125,0
,GXAS,001OF00000JQeDQYA1,0.0312,0
,GZAS,001OF00000IVUNgYAP,0.03125,50
,GCXL,0011G00000vibZ3QAI,0.03125,25
,FSXL,001OF00000JN4nzYAD,0.03125,50
,FNAS,001OF00000IhzM4YAJ,0.03125,75
,GASR,001OF00000INEPhYAP,0.03125,325
,GNAS,001OF00000IGTLUYA5,0.09,50
,GXAS,001OF00000IMTqfYAH,0.09,50
0061G00000JJOVhQAP,GASK,001OF00000IiTX3YAN,0.09,50
0061G00000OLNVMQA5,GASE,0011G00000vibZ3QAI,0.09,50
0061G00000OLNVbQAP,GNAS,0011G00000vibZ3QAI,0.09,75
0061G00000QYNfAQAX,GXAS,001OF00000ImOlgYAF,0.03125,25
006OF00000ECIluYAH,GXAS,0011G00000vibZ3QAI,0.09,25
006Ho00000QxdiMIAR,GFSX,001OF00000IkAtGYAV,0.09,50
006OF00000F8L4IYAV,FNAS,001OF00000IfWg4YAF,0.09,25
,GZAS,001OF00000IkAtGYAV,0.09,75
0061G00000PiMDhQAN,GFSX,001OF00000JN4nzYAD,0.03125,50
006Ho00000RfwOlIAJ,GASK,001OF00000IkA5HYAV,0.0312,50
,FASP,001OF00000IhzM4YAJ,0.03125,25
,FASW,001OF00000IkAtGYAV,0.03125,25
,FSXL,001OF00000IkAtGYAV,0.03125,125
0061G00000HmUE8QAN,FJAS,001OF00000IkA5HYAV,0.03125,25
0061G00000HmW8JQAV,FJAS,001OF00000IfKIFYA3,0.03125,25
0061G00000NvTmkQAF,GBAS,001OF00000IfKIFYA3,0.09,50
0061G00000PObvzQAD,FSYX,001OF00000IsolUYAR,0.03125,50
0061G00000ONhXSQA1,FSNP,001OF00000ImHvVYAV,0.015,25
,FJAS,001OF00000ImHvVYAV,0.015,75
,FSNY,001OF00000ImOlgYAF,0.015,75
,GASR,001OF00000IhzM4YAJ,0.015,175
,GXAS,001OF00000IfWg4YAF,0.09,75
,GZAS,0011G00000vibZ3QAI,0.03125,50
0063700000F6OQwAAN,FASY,001OF00000IfpYsYAJ,0.03125,50
,FASP,001OF00000IfKIFYA3,0.03125,25
,FASW,0011G00000vibZ3QAI,0.03125,150
,FJAS,001OF00000IVUNgYAP,0.03125,75
,GASL,001OF00000Ip5kvYAB,0.0312,125
,GZAS,001OF00000IsolUYAR,0.0312,25
0061G00000LSfzcQAD,GASR,001OF00000IfpYsYAJ,0.03125,25
,FTXL,001OF00000IfKIFYA3,0.03125,150
,FBXL,001OF00000ImOlgYAF,0.03125,75
,FJAS,001OF00000Ip5kvYAB,0.03125,75
,FSXL,001OF00000JQeDQYA1,0.03125,50
,GASR,001OF00000IfWg4YAF,0.09,75
,FASR,001OF00000IfpYsYAJ,0.09,75
,FASW,001OF00000IiTX3YAN,0.09,175
,FCXL,001OF00000IiTX3YAN,0.09,25
,FSXL,001OF00000INEPhYAP,0.09,125
,GASL,001OF00000IdyEuYAJ,0.03125,50
0063700000F4gehAAB,FJAS,001OF00000IdyEuYAJ,0.09,25
,FASY,001OF00000IkAtGYAV,0.09,25
,FBXL,001OF00000IkA5HYAV,0.09,150
,FASR,001OF00000IiTX3YAN,0.09,25
,FTXL,001OF00000IkA5HYAV,0.015,150
,FASP,001OF00000IVUNgYAP,0.015,15
,FLAS,001OF00000JN4nzYAD,0.015,100
,FSXL,001OF00000IkA5HYAV,0.015,50
,FTXL,001OF00000IiTX3YAN,0.09,50
006OF00000HQjXbYAL,FSBR,001OF00000ImOlgYAF,0.03125,50
,FSXL,001OF00000ImHvVYAV,0.03125,25
0061G00000J5rZrQAJ,GASW,001OF00000IiTX3YAN,0.03125,25
0061G00000Ogq1bQAB,FSFP,001OF00000IMTqfYAH,0.03125,25
,FSXL,001OF00000Ioq13YAB,0.03125,50
,GZAS,001OF00000IhzM4YAJ,0.0312,75
0061G00000Nty9iQAB,FSFS,001OF00000IGTLUYA5,0.03125,25
,FBXL,001OF00000Ip5kvYAB,0.03125,100
,GAAS,001OF00000JN4nzYAD,0.03125,125
,GASL,001OF00000IMTqfYAH,0.03125,50
,GZAS,001OF00000IGTLUYA5,0.015,75
0061G00000QkDCeQAN,FASY,001OF00000IGTLUYA5,0.025,25
0063700000H48UYAAZ,FASR,001OF00000JQeDQYA1,0.0312,12.5
,FBXL,001OF00000IGTLUYA5,0.015,50
,FBXL,001OF00000IiTX3YAN,0.09,45
,FLAS,001OF00000INEPhYAP,0.0312,25
,GASL,001OF00000IfpYsYAJ,0.03125,37.5
,GZAS,001OF00000IfWg4YAF,0.03125,50
,FBXL,001OF00000INEPhYAP,0.03125,100
,FIAS,001OF00000Ioq13YAB,0.03125,25
,GASR,001OF00000IiTX3YAN,0.03125,75
,FTXL,001OF00000IdyEuYAJ,0.09,50
,FCXL,001OF00000JN4nzYAD,0.09,150
,FTXL,001OF00000ImHvVYAV,0.09,100
0061G00000NvC7IQAV,FSFS,001OF00000IhzM4YAJ,0.09,50
006OF00000DYIELYA5,FASV,001OF00000Ioq13YAB,0.09,50
,FTXL,001OF00000IGTLUYA5,0.03125,100
,GZAS,001OF00000JN4nzYAD,0.03125,75
,FBXL,001OF00000IhzM4YAJ,0.015,125
,FASP,001OF00000IiTX3YAN,0.015,75
,FBXL,001OF00000IVUNgYAP,0.015,93
,FCXL,001OF00000IGTLUYA5,0.03125,100
,GCXL,001OF00000IMTqfYAH,0.03125,26.1
,FCXL,001OF00000IdyEuYAJ,0.03125,50
,FASW,001OF00000JN4nzYAD,0.03125,50
0061G00000Nuy6lQAB,FSFS,001OF00000IMTqfYAH,0.03125,50
,FCXL,001OF00000IfKIFYA3,0.03125,200
,FTXL,001OF00000IhzM4YAJ,0.015,400
,FCXL,001OF00000IfWg4YAF,0.015,525
,FLAS,001OF00000IkA5HYAV,0.015,125
0063700000Dw1xTAAR,FJAS,001OF00000IMTqfYAH,0.03125,25
,FCXL,001OF00000IVUNgYAP,0.03125,100
,FASP,001OF00000ImHvVYAV,0.03125,75
,FASW,001OF00000JQeDQYA1,0.09,50
,FSXL,001OF00000IfpYsYAJ,0.012,175
,GZAS,001OF00000JQeDQYA1,0.012,25
0061G00000Fg7w0QAB,FASY,001OF00000IVUNgYAP,0.015,75
0061G00000QF3iqQAD,GXAS,001OF00000Ioq13YAB,0.015,25
006OF00000JpswKYAR,FSRY,001OF00000IfKIFYA3,0.03125,25
006OF00000JpswKYAR,GFSX,001OF00000INEPhYAP,0.09,25
,FASW,001OF00000IMTqfYAH,0.09,200
,FBXL,001OF00000JN4nzYAD,0.09,100
,FLAS,001OF00000Ioq13YAB,0.09,50
0061G00000OjhcsQAB,FSNP,001OF00000IsolUYAR,0.03125,50
0063700000ENzmoAAD,FJAS,001OF00000JN4nzYAD,0.03125,25
,FCXL,001OF00000IhzM4YAJ,0.015,100
,FTXL,001OF00000IkAtGYAV,0.015,100
0063700000Csz3XAAR,FASF,001OF00000IiTX3YAN,0.015,50
,FBXL,001OF00000IsolUYAR,0.015,100
,FLAS,001OF00000ImOlgYAF,0.09,50
,FBXL,001OF00000IkAtGYAV,0.03125,332
,FCXL,001OF00000JQeDQYA1,0.03125,50
,GASL,001OF00000IsolUYAR,0.03125,100
,FASW,001OF00000IGTLUYA5,0.03125,75
,FTXL,0011G00000vibZ3QAI,0.03125,50
,FASF,001OF00000Ioq13YAB,0.0312,75
,GASW,001OF00000IfWg4YAF,0.03125,25
0061G00000HKamPQAT,FJAS,001OF00000IfpYsYAJ,0.03125,25
0061G00000HLC66QAH,GASE,001OF00000Ioq13YAB,0.03125,25
0061G00000OO2zQQAT,FSBR,001OF00000IdyEuYAJ,0.03125,25
0063700000F5hZQAAZ,FASF,001OF00000ImHvVYAV,0.03125,75
0063700000FOGnIAAX,GASW,0011G00000vibZ3QAI,0.09,50
,FASP,001OF00000IfpYsYAJ,0.09,25
,FSNY,001OF00000IfWg4YAF,0.09,25
,GXAS,001OF00000IGTLUYA5,0.09,25
0061G00000JgaT8QAJ,GASE,001OF00000IfWg4YAF,0.09,25
0061G00000PLiWfQAL,GXAS,001OF00000IiTX3YAN,0.03125,25
,GZAS,001OF00000IkAtGYAV,0.0312,50
0061G00000NuDYmQAN,FSFS,001OF00000IfpYsYAJ,0.03125,25
,FNAS,001OF00000INEPhYAP,0.03125,50
,GFSD,001OF00000IfWg4YAF,0.03125,50
0061G00000HKnINQA1,FIAS,001OF00000INEPhYAP,0.03125,50
0061G00000JIIZdQAP,GAAS,001OF00000IfKIFYA3,0.03125,50
0061G00000OOb4vQAD,FSQX,001OF00000IGTLUYA5,0.09,25
,FSXL,001OF00000IMTqfYAH,0.09,50
0063700000Fiux5AAB,GASW,001OF00000ImOlgYAF,0.09,25
,FJAS,001OF00000IkAtGYAV,0.09,100
,FTXL,001OF00000IVUNgYAP,0.09,100
0061G00000Q7BgcQAF,GFSX,001OF00000IhzM4YAJ,0.03125,50
,FASY,001OF00000IMTqfYAH,0.09,75
,FCXL,0011G00000vibZ3QAI,0.09,150
0061G00000JKjG6QAL,GASW,001OF00000ImHvVYAV,0.09,25
0061G00000OOlhtQAD,FASQ,001OF00000Ioq13YAB,0.09,25
,GZAS,001OF00000Ip5kvYAB,0.03125,25
0061G00000PaDE9QAN,GBAS,001OF00000IhzM4YAJ,0.0312,12.5
0063700000CtGTSAA3,FASF,001OF00000ImOlgYAF,0.03125,25
,FCXL,001OF00000IMTqfYAH,0.03125,125
,GASL,001OF00000INEPhYAP,0.03125,37.5
,FSXL,001OF00000IdyEuYAJ,0.03125,75
0061G00000OkNCJQA3,FASP,001OF00000IkAtGYAV,0.03125,25
,FBXL,001OF00000IfKIFYA3,0.09,225
,FLAS,001OF00000IGTLUYA5,0.015,300
,FCXL,001OF00000Ioq13YAB,0.025,125
,GASL,001OF00000JQeDQYA1,0.0312,25
0061G00000OM9ogQAD,FSFO,001OF00000JN4nzYAD,0.015,25
0061G00000QGkUXQA1,FSFP,001OF00000IfpYsYAJ,0.09,25
,FSNY,001OF00000Ip5kvYAB,0.0312,25
,GASR,001OF00000IMTqfYAH,0.03125,75
,GXAS,001OF00000IhzM4YAJ,0.03125,25
0061G00000PP9dkQAD,FSNY,001OF00000IGTLUYA5,0.03125,25
,FASR,001OF00000JN4nzYAD,0.03125,25
,FSXL,001OF00000IGTLUYA5,0.03125,50
,GZAS,001OF00000ImOlgYAF,0.09,75
,FIAS,001OF00000IhzM4YAJ,0.09,75
